"","collocation","count","count_nested","length","lambda","z"
"1308","решение иной вопрос",2,0,3,2.40961201814598,0.936345719038261
"1309","мэр казань ильсур",6,0,3,1.60776103038409,0.934282689745433
"1310","мэр казань метшин",4,0,3,1.46536892671239,0.886720641952876
"1311","глава ап асгат",2,0,3,2.01747314140939,0.87810367810869
"1312","преподавание национальный язык",2,0,3,1.71626321074444,0.795536683211008
"1313","москва местный элита",2,0,3,1.3546494125004,0.75614753665858
"1314","президент рустам минниханов",12,0,3,0.789296763468796,0.74597914518701
"1315","экс глава татфондбанк",4,0,3,1.44437690866599,0.67860784653792
"1316","сильный региональный лидер",2,0,3,1.53010167432669,0.597149082566374
"1317","серебренников никто знать",2,0,3,1.52526378027984,0.591693223964213
"1318","стадион казань арена",2,0,3,1.52482037583906,0.581119109613294
"1319","служба безопасность президент",2,0,3,1.20616316815639,0.540506536897616
"1320","знать свое место",2,0,3,1.33597948374337,0.510660273449735
"1321","политика администрация путин",2,0,3,0.975703620390287,0.453751927739387
"1322","учебный программа школа",2,0,3,1.02238480218718,0.446359832456301
"1323","глава татфондбанк роберт",3,0,3,1.00033757344101,0.436506794360054
"1324","получать рука ввп",2,0,3,1.10388693514466,0.427810693219193
"1325","премьер министр республика",2,0,3,0.706290381292758,0.39425230635917
"1326","время турецкий кризис",2,0,3,0.886847538372393,0.385705306047483
"1327","полпред президент пфо",2,0,3,0.888123536040364,0.383983977963992
"1328","обязательный предмет школа",2,0,3,0.992926363077518,0.38165461441309
"1329","заручаться политический поддержка",2,0,3,1.00507290586382,0.376700454756986
"1330","конфедерация футбол казань",2,0,3,0.834763626238551,0.372067879667207
"1331","икона казанский божий",3,0,3,0.950806678295047,0.36910687498378
"1332","конкретный политический задача",2,0,3,0.946221445193144,0.362846211588316
"1333","прямой линия путин",2,0,3,0.823513593071802,0.357274801486302
"1334","никто знать подозревать",2,0,3,0.917078732318094,0.350214022143014
"1335","представитель организация исламский",2,0,3,0.826130307789687,0.321360215103353
"1336","проведение массовый мероприятие",2,0,3,0.79333569420665,0.308371366711864
"1337","аэропорт казань погибать",2,0,3,0.70358193038829,0.266178774994761
"1338","московский мэр собянин",2,0,3,0.527952692359878,0.229035143150291
"1339","экс мэр казань",2,0,3,0.408981533914652,0.229001353582027
"1340","вполне конкретный политический",2,0,3,0.576092424847554,0.220129881221102
"1341","единственный крупный нефтяной",2,0,3,0.437901162809769,0.169938866032472
"1342","ровно режиссер становиться",2,0,3,0.401562120159405,0.15342037322984
"1343","сторона каждый купон",2,0,3,0.345767000092717,0.133380352351344
"1344","духовный управление мусульманин",3,0,3,0.317812910846685,0.123894459844524
"1345","казань ильсур метшин",6,0,3,0.128726138570843,0.112141672688406
"1346","вопрос язык школа",2,0,3,0.163473640747099,0.0962860789745185
"1347","тема изучение язык",2,0,3,0.170301300439579,0.0933450884068561
"1348","рука ввп орден",2,0,3,0.225465625768032,0.0872402398378874
"1349","общество русский культура",3,0,3,0.145071511374888,0.0629211298946586
"1350","отставка глава башкирия",2,0,3,0.10654549685057,0.0559110106132053
"1351","минниханов глава уфсб",2,0,3,0.076377605747275,0.0318622672906506
"1352","ап новый стикер",2,0,3,0.0805070719580127,0.0277161268554356
"1353","представитель национальный движение",2,0,3,0.0359047357192449,0.0162946977974661
"1354","минтимер шаймиев группа",3,0,3,-0.0790382010700985,-0.0368195772008312
"1355","организация исламский конференция",2,0,3,-0.11239561901905,-0.0432805976250654
"1356","федеральный министр образование",2,0,3,-0.14191585821284,-0.0786691666525649
"1357","полномочие федеральный центр",2,0,3,-0.204216396509693,-0.0954271852047135
"1358","становиться фигурант уголовный",3,0,3,-0.276024015672645,-0.0954790065741387
"1359","против нефтяной компания",2,0,3,-0.257054266750881,-0.114695192281619
"1360","обучение язык школа",3,0,3,-0.261542646807368,-0.123156919012001
"1361","особо крупный размер",2,0,3,-0.38649391958274,-0.148620018314675
"1362","пирог становиться мало",2,0,3,-0.486901269073403,-0.16734926975272
"1363","президент минтимер шаймиев",2,0,3,-0.306564849830094,-0.175310023130342
"1364","продлять срок заключение",2,0,3,-0.461855051167074,-0.177180983404559
"1365","знать подозревать ровно",2,0,3,-0.469728866227109,-0.177885104853235
"1366","новый генерация молодой",2,0,3,-0.536947343820481,-0.184658120601516
"1367","заместитель премьер министр",3,0,3,-0.392937564037062,-0.184764343021722
"1368","экономический блок правительство",2,0,3,-0.506914657122975,-0.189543118810086
"1369","казанский икона божий",2,0,3,-0.470156436778835,-0.202017446950973
"1370","санкция против нефтяной",2,0,3,-0.659942007742489,-0.246079733268849
"1371","министр сельский хозяйство",2,0,3,-0.662807095418605,-0.249835719660596
"1372","выборы президент рф",2,0,3,-0.437861637087765,-0.263927008159872
"1373","уголовный дело отношение",3,0,3,-0.598847445161518,-0.279481122174715
"1374","пресс секретарь президент",2,0,3,-0.54096294545893,-0.27993797997512
"1375","коллега соседний канал",2,0,3,-0.63838660003286,-0.28355334583411
"1376","аппарат минниханов муратов",2,0,3,-0.752115667563034,-0.28762914098299
"1377","программа особый взгляд",2,0,3,-0.766983476122565,-0.291434001003459
"1378","пост премьер министр",2,0,3,-0.532100652085887,-0.296274142341362
"1379","истекать срок полномочие",2,0,3,-0.67934357328198,-0.303436589955051
"1380","министр образование наука",6,0,3,-0.570657137328401,-0.319746408810704
"1381","спикер госдума володин",2,0,3,-0.75924688057211,-0.329498056092392
"1382","пост вица премьера",2,0,3,-0.74776421490763,-0.331802078708432
"1383","внутренний политика администрация",2,0,3,-0.77473907522031,-0.343075710532753
"1384","договор разграничение полномочие",6,0,3,-0.956231088761428,-0.363878136718995
"1385","телегр канал регион",2,0,3,-0.794605495639265,-0.370220848078747
"1386","глава чечня рамзан",2,0,3,-0.732440659714338,-0.38088875158614
"1387","казанский линейный отдел",2,0,3,-1.11551295350243,-0.382752388464434
"1388","свита серебренников никто",2,0,3,-1.02343422545454,-0.389423338381734
"1389","накануне выборы президент",2,0,3,-0.680415238754775,-0.391061255109111
"1390","татарстанский банковский система",2,0,3,-0.854646186591185,-0.391358964962829
"1391","замглавы аппарат президент",2,0,3,-0.886372517274198,-0.408369299022792
"1392","ссылка собственный источник",2,0,3,-0.974134163561049,-0.421523715868888
"1393","управление внутренний политика",2,0,3,-0.980737673726896,-0.433845547142464
"1394","спикер госсовет мухаметшин",2,0,3,-0.963604931679326,-0.43851013801368
"1395","казанский зоопарк скончаться",2,0,3,-1.29015966567177,-0.4753524150304
"1396","конкурсный программа особый",2,0,3,-1.27784570310964,-0.476462881727418
"1397","ситуация преподавание язык",2,0,3,-0.907772569208489,-0.492293199534326
"1398","команда мэр казань",2,0,3,-0.883823727781595,-0.540889204459
"1399","трудиться должность гендиректор",2,0,3,-1.5221474799312,-0.572867977240129
"1400","глава башкирия хамитов",2,0,3,-1.36872337657516,-0.579416580071524
"1401","вица премьер правительство",2,0,3,-1.31658694869507,-0.605943951889025
"1402","отдел волжский управление",2,0,3,-1.65964259140683,-0.617546081998223
"1403","связь проведение кубок",3,0,3,-1.22913295858558,-0.651123045360231
"1404","татарин ринат закиров",3,0,3,-1.57666999906762,-0.687134112880518
"1405","руководитель аппарат президент",2,0,3,-1.20082736675204,-0.695582983337697
"1406","министр образование васильев",2,0,3,-1.5647731143866,-0.714913976144813
"1407","команда ильсур метшин",2,0,3,-1.31626678661313,-0.762244755289755
"1408","проводить стадион kazan",2,0,3,-1.81170854961374,-0.76550751492448
"1409","особый взгляд диана",2,0,3,-2.12558269767769,-0.798210422376031
"1410","изучение язык школа",4,0,3,-1.33074892272113,-0.828273529427476
"1411","всетатарский общественный центр",2,0,3,-2.22592703282866,-0.832819519840774
"1412","глава аппарат президент",2,0,3,-1.03133998704625,-0.841923679377943
"1413","обязательный преподавание язык",3,0,3,-1.54566930617447,-0.843866217130978
"1414","отдел полиция дальний",2,0,3,-2.01111366727371,-0.861543696129348
"1415","глава удмуртия бречалов",2,0,3,-2.18495918784916,-0.881667684200475
"1416","отказываться депутатский мандат",2,0,3,-2.37693371177062,-0.888629770508606
"1417","директор технопарк идея",2,0,3,-2.60840600532294,-0.892362097732321
"1418","комитет русскоязычный родитель",2,0,3,-2.2162864943397,-0.946546216940886
"1419","полпред пфо бабич",3,0,3,-2.62285581230318,-0.97277154777627
"1420","премьер министр ильдар",2,0,3,-2.22852428768519,-1.00321484975955
"1421","волжский концессионный компания",2,0,3,-2.75851101824458,-1.0131576585154
"1422","колония общий режим",3,0,3,-2.40000763148807,-1.01874057418509
"1423","обучение нерусский язык",2,0,3,-2.17591041688614,-1.01886281972396
"1424","разграничение полномочие федеральный",2,0,3,-2.37295099718569,-1.02298539051062
"1425","ректор исламский университет",2,0,3,-2.31876969200409,-1.02697219971723
"1426","выступать сопродюсер фильм",2,0,3,-3.13516464217488,-1.05559966647671
"1427","мошенничество особо крупный",2,0,3,-2.64634865552547,-1.09153201974455
"1428","путин сей пора",2,0,3,-2.45179335411249,-1.09281772115432
"1429","конгресс татарин ринат",3,0,3,-2.36585815101421,-1.09467741682769
"1430","мусоросжигательный завод казань",2,0,3,-2.58755831402833,-1.09971717427036
"1431","информировать дорогой читатель",3,0,3,-2.69564868928634,-1.11918684974892
"1432","чемпионат мир футбол",4,0,3,-2.97352180881875,-1.12108598526011
"1433","федеративный договор москва",2,0,3,-2.11361447783431,-1.13133597809153
"1434","татарстанский телегр канал",3,0,3,-2.01375568390892,-1.13233107889084
"1435","высокий показатель соотношение",2,0,3,-3.34093337526405,-1.13472092534166
"1436","распиливать миллион рубль",2,0,3,-2.72202432422922,-1.15057045955484
"1437","изучение родной язык",4,0,3,-2.01318508329757,-1.15396786399916
"1438","национальный язык школа",4,0,3,-1.26821521252449,-1.15591585652341
"1439","писать почта shaltaybabay",2,0,3,-2.87627100117753,-1.1598592871898
"1440","подозревать ровно режиссер",2,0,3,-3.17957282261498,-1.18171182142614
"1441","продолжать пускать пузырь",2,0,3,-3.29580028554561,-1.20019780695381
"1442","обязательный обучение нерусский",2,0,3,-2.92785599456277,-1.22692270923563
"1443","телегр канал писать",2,0,3,-2.22840891732099,-1.23073759326196
"1444","вахитовский районный суд",2,0,3,-3.06785466919734,-1.26307035415433
"1445","сумма млрд руб",2,0,3,-2.96952737721881,-1.28045770283468
"1446","волжский управление ространснадзор",2,0,3,-3.79828280688976,-1.28457568691602
"1447","клиент татфондбанк интехбанк",2,0,3,-3.60588204891737,-1.29161174365315
"1448","вица премьер василь",2,0,3,-2.85125016440949,-1.29287399607846
"1449","возглавлять предвыборный штаб",2,0,3,-3.03875463010398,-1.29962486338835
"1450","писать бизнес онлайн",2,0,3,-3.37030738266013,-1.30611851043122
"1451","фантазмы казанский кот",2,0,3,-4.33482873364894,-1.34326804703867
"1452","верховный суд отменять",2,0,3,-2.76449918929417,-1.35114036861153
"1453","глава уфсб антонов",2,0,3,-3.79447055542974,-1.36375919972429
"1454","казанский божий мать",3,0,3,-3.25008123141849,-1.36703926060657
"1455","крупный нефтяной компания",2,0,3,-2.70728173032117,-1.39837276666371
"1456","соседний телегр канал",2,0,3,-3.03607745905437,-1.40121516082543
"1457","сеть телегр канал",2,0,3,-3.14733975374375,-1.45065310279833
"1458","булгарский исламский академия",2,0,3,-3.46978779448716,-1.46156060418729
"1459","автомат вооруженный борьба",2,0,3,-4.43965543743295,-1.47066399587104
"1460","глава милль шура",8,0,3,-3.9114671563544,-1.48107675865273
"1461","млрд доллар николай",2,0,3,-3.31307930905175,-1.49992387159329
"1462","кинофестиваль конкурсный программа",2,0,3,-4.53736708263673,-1.50263836199707
"1463","совет пострадать клиент",2,0,3,-4.64565383756254,-1.53800543546338
"1464","премьер василь шайхразиев",2,0,3,-4.00575901592219,-1.54980274575762
"1465","движение алтын урд",2,0,3,-4.70453092072065,-1.5572019652306
"1466","пострадать клиент татфондбанк",2,0,3,-4.70453092072065,-1.5572019652306
"1467","глава всемирный конгресс",2,0,3,-4.01726022533187,-1.56799194496937
"1468","член координационный совет",2,0,3,-4.13435251121147,-1.56969776104477
"1469","подписание федеративный договор",2,0,3,-3.18200694972255,-1.58040131397885
"1470","вица премьер шайхразиев",2,0,3,-2.93507085900661,-1.58568905013533
"1471","репутация коррупционный клуб",2,0,3,-4.83381581445628,-1.59926313319411
"1472","заводить уголовный дело",2,0,3,-3.60867325345232,-1.60271199127457
"1473","защитник казанский ханство",2,0,3,-4.19154459883139,-1.60515578865123
"1474","референдум самообложение гражданин",2,0,3,-4.40919188921273,-1.635593247563
"1475","госсовет фарида мухаметшин",2,0,3,-3.36619763274972,-1.63610097966692
"1476","линейный отдел волжский",2,0,3,-4.98230897647786,-1.64739734667618
"1477","канна свита серебренников",2,0,3,-4.95617453700746,-1.66434863035876
"1478","запах денежный купюра",2,0,3,-4.95617453700746,-1.66434863035876
"1479","член изборский клуб",2,0,3,-4.47100773714661,-1.69472665388988
"1480","преподавание язык школа",4,0,3,-2.7525555260999,-1.69716355483804
"1481","помощь автомат вооруженный",2,0,3,-5.1567355151744,-1.70365284966629
"1482","проблема ак барс",2,0,3,-4.01338536365726,-1.7169691794315
"1483","болгарский исламский академия",2,0,3,-4.56843667700018,-1.73049962873774
"1484","холдинг ура медиа",2,0,3,-4.90560394236504,-1.73922683500847
"1485","ахметзянов айдар ильгизович",2,0,3,-5.29268334338548,-1.76600893890779
"1486","кубок конфедерация казань",2,0,3,-4.64366694018836,-1.76649098253196
"1487","издание бизнес online",2,0,3,-4.27719711354464,-1.76964484051731
"1488","конфедерация чемпионат мир",2,0,3,-4.61984220927293,-1.77597755216502
"1489","учитель номинировать каннский",2,0,3,-5.80317979118567,-1.79426606303843
"1490","шура вица премьер",2,0,3,-3.35514455323859,-1.80480071020518
"1491","президент асгат сафар",2,0,3,-3.79837013854772,-1.80568970823481
"1492","усиленный мера безопасность",2,0,3,-4.95588193079846,-1.82878111182217
"1493","взгляд диана сахаров",2,0,3,-5.49339060726715,-1.82887001938274
"1494","создавать специальный фонд",2,0,3,-4.76701469456681,-1.87489629177286
"1495","фигурант уголовный дело",3,0,3,-4.80475125166377,-1.87574544598081
"1496","канал шалтай бабай",2,0,3,-5.04042148236154,-1.92086288325971
"1497","телегр канал apparatustatar",2,0,3,-4.30613420215672,-1.92679610836793
"1498","всемирный конгресс татарин",14,0,3,-4.25888799362163,-1.94039264942976
"1499","алтын урд данис",2,0,3,-6.00425279811546,-1.97004538030607
"1500","цензор министерство правда",2,0,3,-5.29224441801404,-1.99150088011156
"1501","шура василь шайхразиев",2,0,3,-5.18235766760251,-1.99677273222476
"1502","войско иван грозный",2,0,3,-4.85703609616183,-2.07310011900317
"1503","играть хоккей дзюдо",2,0,3,-6.73510373957594,-2.0731854754523
"1504","родной язык школа",3,0,3,-3.49760141629407,-2.09168529603449
"1505","ильсур раисович метшин",3,0,3,-4.76388214299186,-2.10704957191609
"1506","нашивка зеленый полумесяц",2,0,3,-6.592112593171,-2.14252172895311
"1507","ак барс банк",2,0,3,-5.07520503782994,-2.17336411166075
"1508","диана сахаров канна",2,0,3,-7.10290165252878,-2.17935190539193
"1509","minkazanru news society",2,0,3,-7.10290165252878,-2.17935190539193
"1510","урд данис сафаргали",2,0,3,-7.10290165252878,-2.17935190539193
"1511","обманывать вкладчик татфондбанк",4,0,3,-4.46022309235995,-2.18065043699492
"1512","имитатор запах денежный",2,0,3,-5.46689044347824,-2.24418148197592
"1513","сахаров канна свита",2,0,3,-7.3542526452179,-2.24975913249571
"1514","проведение кубок конфедерация",5,0,3,-5.91095430591526,-2.26794118810306
"1515","поэт габдулла тукать",2,0,3,-7.1029747800083,-2.27671494612266
"1516","набережная челн рафгат",2,0,3,-6.14709764409529,-2.29469897105522
"1517","икона божий мать",3,0,3,-5.63623544388452,-2.34193952399434
"1518","добровольность изучение родной",2,0,3,-5.61873707829808,-2.36560198852198
"1519","председатель всемирный конгресс",3,0,3,-6.07834004530129,-2.3764521412646
"1520","wwwidelrealorg amp html",2,0,3,-6.59196632751574,-2.37728995332125
"1521","поминать патриарх кирилл",2,0,3,-6.25553065931405,-2.41929630843783
"1522","татфондбанк роберт мусин",2,0,3,-5.01814618709424,-2.4436833167367
"1523","аппарат президент асгат",2,0,3,-3.60388099815573,-2.45694551566996
"1524","sp global ratings",2,0,3,-8.2016236304109,-2.46541880309466
"1525","каннский кинофестиваль конкурсный",2,0,3,-8.2016236304109,-2.46541880309466
"1526","координационный совет пострадать",2,0,3,-7.41254453868769,-2.4902027311375
"1527","стадион kazan arena",3,0,3,-7.43723197211525,-2.51098724002963
"1528","резиденция кыш бабай",2,0,3,-7.69054204642704,-2.53549158827848
"1529","кубок конфедерация футбол",4,0,3,-6.86592766203404,-2.62125995930034
"1530","delo tatfondbanka vyroslo",2,0,3,-9.30027247947679,-2.64109601476554
"1531","номинировать каннский кинофестиваль",2,0,3,-9.30027247947679,-2.64109601476554
"1532","vyroslo do mlrd",2,0,3,-9.30027247947679,-2.64109601476554
"1533","tatfondbanka vyroslo do",2,0,3,-9.30027247947679,-2.64109601476554
"1534","почта shaltaybabay protonmailcom",2,0,3,-7.6906883174309,-2.69668332015718
"1535","подписание договор разграничение",3,0,3,-6.20645911329787,-2.81657837036186
"1536","милль шура вица",3,0,3,-7.54146355689654,-2.82695381257457
"1537","ректор книт кхти",2,0,3,-8.29390938636449,-3.02538616353022
"1538","книт кхти герман",2,0,3,-8.71233956496289,-3.05491781940127
"1539","кубок конфедерация чемпионат",2,0,3,-8.43750042250699,-3.16041799221343
"1540","mbusiness gazetaru news",2,0,3,-8.62848249701407,-3.2361123303662
"1541","милль шура василь",2,0,3,-8.93863742531791,-3.30032807196865
"1542","химический имитатор запах",2,0,3,-8.20140423994985,-3.59654103276768
"1543","wwwbusiness gazetaru article",2,0,3,-10.8258533935092,-3.63148889140099
"1544","mbusiness gazetaru article",11,0,3,-10.9926166113873,-3.68742894076298
"1545","матч кубок конфедерация",2,0,3,-9.67914039256015,-3.95397137203668
